24-05-2017 05:18:14 PM FE  9  0  0  D  1  1      0 mavlink_heartbeat_t custom_mode 0 type 2 autopilot 3 base_mode 81 system_status 3 mavlink_version 3  sig  Len 17
24-05-2017 05:18:15 PM FE  9  0  0  E  1  1      0 mavlink_heartbeat_t custom_mode 0 type 2 autopilot 3 base_mode 81 system_status 3 mavlink_version 3  sig  Len 17
24-05-2017 05:18:15 PM FE  2  0  0  0 FF BE     B7 mavlink_autopilot_version_request_t target_system 1 target_component 1  sig  Len 10
24-05-2017 05:18:15 PM FE 3C  0  0  F  1  1     94 mavlink_autopilot_version_t capabilities 7119 uid 0 flight_sw_version 50595583 middleware_sw_version 0 os_sw_version 0 board_version 0 vendor_id 0 product_id 0 flight_custom_version e707341b middleware_custom_version de6b667d os_custom_version 8c965992  sig  Len 68
24-05-2017 05:18:15 PM FE 33  0  0  1 FF BE     FD mavlink_statustext_t severity 6 text Mission Planner 0.0  sig  Len 59
24-05-2017 05:18:15 PM FD 14  1  0  2 FF BE     FD mavlink_statustext_t severity 6 text Mission Planner 0.0  sig 8LRCbC3fBpr0v7ht6g== Len 45
24-05-2017 05:18:15 PM FE  2  0  0  3 FF BE     15 mavlink_param_request_list_t target_system 1 target_component 1  sig  Len 10
24-05-2017 05:18:16 PM FE 33  0  0 10  1  1     FD mavlink_statustext_t severity 6 text APM:Copter V3.4.6 (e707341b)  sig  Len 59
24-05-2017 05:18:16 PM FE 33  0  0 11  1  1     FD mavlink_statustext_t severity 6 text PX4: de6b667d NuttX: 8c965992  sig  Len 59
24-05-2017 05:18:16 PM FE 33  0  0 12  1  1     FD mavlink_statustext_t severity 6 text Frame: QUAD  sig  Len 59
24-05-2017 05:18:16 PM FE 33  0  0 13  1  1     FD mavlink_statustext_t severity 6 text PX4v2 002F002E 34355118 31323634  sig  Len 59
24-05-2017 05:18:16 PM FE 19  0  0 14  1  1     16 mavlink_param_value_t param_value 120 param_count 593 param_index 0 param_id SYSID_SW_MREV param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 15  1  1     16 mavlink_param_value_t param_value 10 param_count 593 param_index 1 param_id SYSID_SW_TYPE param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 16  1  1     16 mavlink_param_value_t param_value 1 param_count 593 param_index 2 param_id SYSID_THISMAV param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 17  1  1     16 mavlink_param_value_t param_value 255 param_count 593 param_index 3 param_id SYSID_MYGCS param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 18  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 4 param_id CLI_ENABLED param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 19  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 5 param_id PILOT_THR_FILT param_type 9  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 1A  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 6 param_id PILOT_TKOFF_ALT param_type 9  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 1B  1  1     16 mavlink_param_value_t param_value 100 param_count 593 param_index 7 param_id PILOT_TKOFF_DZ param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 1C  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 8 param_id PILOT_THR_BHV param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 1D  1  1     16 mavlink_param_value_t param_value 115 param_count 593 param_index 9 param_id SERIAL0_BAUD param_type 6  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 1E  1  1     16 mavlink_param_value_t param_value 1 param_count 593 param_index 10 param_id SERIAL0_PROTOCOL param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 1F  1  1     16 mavlink_param_value_t param_value 1 param_count 593 param_index 11 param_id SERIAL1_PROTOCOL param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 20  1  1     16 mavlink_param_value_t param_value 57 param_count 593 param_index 12 param_id SERIAL1_BAUD param_type 6  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 21  1  1     16 mavlink_param_value_t param_value 1 param_count 593 param_index 13 param_id SERIAL2_PROTOCOL param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 22  1  1     16 mavlink_param_value_t param_value 57 param_count 593 param_index 14 param_id SERIAL2_BAUD param_type 6  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 23  1  1     16 mavlink_param_value_t param_value 5 param_count 593 param_index 15 param_id SERIAL3_PROTOCOL param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 24  1  1     16 mavlink_param_value_t param_value 38 param_count 593 param_index 16 param_id SERIAL3_BAUD param_type 6  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 25  1  1     16 mavlink_param_value_t param_value 5 param_count 593 param_index 17 param_id SERIAL4_PROTOCOL param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 26  1  1     16 mavlink_param_value_t param_value 38 param_count 593 param_index 18 param_id SERIAL4_BAUD param_type 6  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 27  1  1     16 mavlink_param_value_t param_value -1 param_count 593 param_index 19 param_id SERIAL5_PROTOCOL param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 28  1  1     16 mavlink_param_value_t param_value 57 param_count 593 param_index 20 param_id SERIAL5_BAUD param_type 6  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 29  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 21 param_id TELEM_DELAY param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 2A  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 22 param_id GCS_PID_MASK param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 2B  1  1     16 mavlink_param_value_t param_value 1500 param_count 593 param_index 23 param_id RTL_ALT param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 2C  1  1     16 mavlink_param_value_t param_value 3 param_count 593 param_index 24 param_id RTL_CONE_SLOPE param_type 9  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 2D  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 25 param_id RTL_SPEED param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 2E  1  1     16 mavlink_param_value_t param_value 0.8 param_count 593 param_index 26 param_id RNGFND_GAIN param_type 9  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 2F  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 27 param_id FS_BATT_ENABLE param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 30  1  1     16 mavlink_param_value_t param_value 10.5 param_count 593 param_index 28 param_id FS_BATT_VOLTAGE param_type 9  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 31  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 29 param_id FS_BATT_MAH param_type 9  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 32  1  1     16 mavlink_param_value_t param_value 1 param_count 593 param_index 30 param_id FS_GCS_ENABLE param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 33  1  1     16 mavlink_param_value_t param_value 140 param_count 593 param_index 31 param_id GPS_HDOP_GOOD param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 34  1  1     16 mavlink_param_value_t param_value 1 param_count 593 param_index 32 param_id MAG_ENABLE param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 35  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 33 param_id SUPER_SIMPLE param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 36  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 34 param_id RTL_ALT_FINAL param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 37  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 35 param_id RTL_CLIMB_MIN param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 38  1  1     16 mavlink_param_value_t param_value 2 param_count 593 param_index 36 param_id WP_YAW_BEHAVIOR param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 39  1  1     16 mavlink_param_value_t param_value 5000 param_count 593 param_index 37 param_id RTL_LOIT_TIME param_type 6  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 3A  1  1     16 mavlink_param_value_t param_value 50 param_count 593 param_index 38 param_id LAND_SPEED param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 3B  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 39 param_id LAND_SPEED_HIGH param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 3C  1  1     16 mavlink_param_value_t param_value 250 param_count 593 param_index 40 param_id PILOT_VELZ_MAX param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 3D  1  1     16 mavlink_param_value_t param_value 250 param_count 593 param_index 41 param_id PILOT_ACCEL_Z param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 3E  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 42 param_id FS_THR_ENABLE param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 3F  1  1     16 mavlink_param_value_t param_value 975 param_count 593 param_index 43 param_id FS_THR_VALUE param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 40  1  1     16 mavlink_param_value_t param_value 100 param_count 593 param_index 44 param_id THR_DZ param_type 4  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 41  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 45 param_id FLTMODE1 param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 42  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 46 param_id FLTMODE2 param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 43  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 47 param_id FLTMODE3 param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 44  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 48 param_id FLTMODE4 param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 45  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 49 param_id FLTMODE5 param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 46  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 50 param_id FLTMODE6 param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 47  1  1     16 mavlink_param_value_t param_value 0 param_count 593 param_index 51 param_id SIMPLE param_type 2  sig  Len 33
24-05-2017 05:18:16 PM FE 19  0  0 48  1  1     16 mavlink_param_value_t param_value 176126 param_count 593 param_index 52 param_id LOG_BITMASK param_type 6  sig  Len 33
